story,countrylist,startdate,articles
31817,Canada,12/27/2004,2
31814,United States,12/27/2004,2
31815,United States,12/27/2004,2
31812,United States|Unknown,12/27/2004,2
31813,United States,12/27/2004,2
31810,United States,12/26/2004,2
31811,Canada,12/27/2004,2
54817,Unknown,6/9/2011,2
31818,Unknown,12/27/2004,2
31819,United States,12/27/2004,2
54815,Canada|United Kingdom,6/10/2011,3
6133,Canada|United States,10/13/1998,3
54814,United States|Japan|France,5/13/2011,51
56357,United States,11/14/2011,2
6137,United States,10/20/1998,2
8523,United Kingdom,4/22/1999,3
8522,United Kingdom,4/26/1999,2
6135,France,10/19/1998,5
8521,Canada|Unknown,4/26/1999,3
4518,United Kingdom|Australia,1/22/1998,2
4519,United States,1/20/1998,2
4512,United States,1/24/1998,3
4513,United States|Unknown,1/25/1998,3
4510,United States,1/25/1998,2
4511,United States,1/23/1998,2
4516,Canada,1/9/1998,7
4517,United Kingdom,1/26/1998,2
4514,United States,1/15/1998,6
4515,United States,1/26/1998,2
8525,United States|Unknown,4/27/1999,2
8524,Canada|Unknown,4/27/1999,2
5289,United States,6/25/1998,2
5288,United States,6/25/1998,2
5281,United States,6/23/1998,2
5280,United States|Unknown,6/23/1998,8
5283,United States,6/24/1998,3
5282,United States,6/24/1998,6
5285,United States|Unknown,6/25/1998,2
5284,Unknown,6/25/1998,2
5287,United States,6/25/1998,2
5286,United States,6/26/1998,2
9036,United States,6/6/1999,2
43595,Unknown|Australia,1/4/2008,3
719,United States,4/23/1992,3
53458,New Zealand,1/29/2011,7
42951,United States|Unknown,10/22/2007,20
42950,United States|Canada|New Zealand|England,10/25/2007,4
42953,United States|South Africa,10/29/2007,2
42952,United States|Unknown,10/22/2007,14
42955,Unknown,10/26/2007,2
42954,South Africa,10/29/2007,3
42957,United States|Unknown,10/29/2007,3
42956,Unknown,10/29/2007,2
42959,United States,10/24/2007,4
42958,Unknown,10/29/2007,2
9478,United States,7/9/1999,3
10242,United States,8/30/1999,2
9479,United States,7/9/1999,2
10243,United States,9/2/1999,2
10240,United States,9/1/1999,2
39719,United States,1/6/2007,2
39718,New Zealand,1/6/2007,2
5208,United States,6/8/1998,2
10241,United States|Canada,9/1/1999,3
39711,United States|Unknown,12/28/2006,5
10246,United States|England,9/3/1999,2
39713,Canada|Unknown,1/6/2007,2
39712,United Kingdom|Unknown,1/6/2007,3
39715,United States,1/6/2007,2
39714,Unknown,1/5/2007,2
39717,Unknown|India,1/2/2007,4
10247,United States,9/2/1999,2
29086,United States,4/2/2004,3
29087,Unknown,4/9/2004,2
12932,United States,2/13/2000,2
12933,United States,2/13/2000,2
12930,Canada,2/10/2000,3
12931,United States,2/13/2000,2
12936,United Kingdom|Unknown|United States|England,2/14/2000,13
12937,Unknown,2/7/2000,2
12934,United States,2/14/2000,2
12935,United States,2/14/2000,2
41796,United States,6/29/2007,2
41797,Unknown,6/29/2007,2
12938,United States|Norway,2/12/2000,3
12939,United States,2/14/2000,2
41792,Canada,6/29/2007,2
33283,United States,4/29/2005,2
41790,Australia,6/23/2007,3
41791,Australia,6/29/2007,2
7045,United States,1/6/1999,2
7044,United States,1/10/1999,2
7047,United States,1/10/1999,2
33282,Canada,4/29/2005,2
7041,United States,1/6/1999,3
7040,United States,1/10/1999,2
7043,United States,1/9/1999,2
7042,United States|Unknown,1/10/1999,2
33285,United States,4/29/2005,2
57051,United States|Canada|Unknown,1/12/2012,15
7049,United States,1/10/1999,2
7048,United States|Unknown,1/9/1999,2
33284,United States|Unknown,4/29/2005,3
33287,United States,4/30/2005,4
33286,Unknown,4/28/2005,3
37708,United States|Unknown|Australia|United Kingdom,6/18/2006,6
37748,United States,6/29/2006,2
37749,United States,6/29/2006,2
37709,Unknown,6/26/2006,2
37744,Canada,6/29/2006,2
37745,Unknown,6/28/2006,3
37746,United Kingdom|Australia,6/29/2006,2
37747,United States|Canada,6/28/2006,5
37740,United States,6/28/2006,2
37741,United Kingdom|China|France,6/19/2006,12
37742,Malaysia|Singapore,6/29/2006,2
37743,New Zealand,6/29/2006,2
718,United States|Canada,4/22/1992,5
49867,United States,1/31/2010,2
30778,United States|Unknown,9/16/2004,2
30779,United States,9/17/2004,2
6989,United States,1/7/1999,2
6988,Canada,1/7/1999,2
30774,United States,9/15/2004,3
30775,United States,9/16/2004,2
30776,Australia,9/16/2004,2
30777,New Zealand|Australia,9/9/2004,3
30770,United States,9/15/2004,2
30771,United Kingdom,9/15/2004,2
30772,United States,9/15/2004,2
30773,Unknown,9/15/2004,2
49862,United States,1/28/2010,2
7590,Australia,2/14/1999,2
49863,Unknown,1/30/2010,3
14695,United States,7/10/2000,3
14694,Australia,7/10/2000,2
14697,United States,7/10/2000,2
14696,United States|Unknown,6/30/2000,3
14691,United States,7/9/2000,2
14690,United States,7/9/2000,2
14693,United States,7/9/2000,2
14692,Unknown,7/9/2000,2
49644,United States|Australia|Russia|France,12/28/2009,16
14699,United States,7/7/2000,2
14698,United Kingdom,7/10/2000,3
47828,United Kingdom,6/4/2009,4
47829,United States,6/4/2009,2
47826,United States,6/3/2009,2
47827,Canada,6/4/2009,2
47824,United States|Unknown,5/17/2009,5
47825,Unknown,6/3/2009,5
47822,Canada|United States,5/26/2009,10
47823,Australia,6/3/2009,2
47820,United States,6/2/2009,2
47821,Unknown,6/2/2009,2
53528,United States,2/3/2011,2
40449,Unknown,3/8/2007,2
40448,India,3/8/2007,2
40441,United States,3/5/2007,3
40440,United States,3/7/2007,2
40443,Unknown,3/7/2007,3
40442,United States|Unknown,2/27/2007,6
40445,Japan|Unknown,3/6/2007,3
40444,United Kingdom,3/8/2007,2
40447,Japan,3/7/2007,2
40446,United Kingdom|Unknown|Australia,3/3/2007,3
14523,United States,6/21/2000,7
14522,United States,6/22/2000,3
14521,United States,6/22/2000,2
14520,United States,6/22/2000,2
14527,United States,6/22/2000,2
14526,Canada,6/22/2000,2
14525,France,6/22/2000,4
14524,United States,6/22/2000,3
14529,United States,6/22/2000,2
14528,United States,6/21/2000,2
47798,United States,6/1/2009,2
47799,Unknown,6/1/2009,2
38143,Canada|Unknown,8/3/2006,2
38142,Libya,8/2/2006,2
38141,New Zealand,8/4/2006,2
38140,United States,8/4/2006,2
38147,United States|Unknown|United Kingdom,7/29/2006,6
38146,United States|Unknown,8/3/2006,3
38145,United States,8/3/2006,2
38144,United States,7/30/2006,2
38149,United Kingdom,8/5/2006,2
38148,United States,8/3/2006,3
52839,United Kingdom,11/27/2010,2
52838,United States|United Kingdom,12/1/2010,2
8027,United States,3/19/1999,2
11344,New Zealand,12/2/1999,2
11345,Unknown,12/3/1999,2
11346,Australia,12/2/1999,3
11347,China,11/29/1999,2
11340,Unknown,12/2/1999,2
11341,United States,12/2/1999,2
11342,United States,12/2/1999,2
11343,United States,12/2/1999,2
43237,United States,11/24/2007,2
43236,United Kingdom|Unknown,11/25/2007,4
43235,United States|Ireland,11/23/2007,6
43234,United Kingdom,11/25/2007,2
11348,United States,12/3/1999,2
11349,United States,12/1/1999,2
43231,South Africa,11/24/2007,2
43230,Australia,11/24/2007,2
19111,United States,8/4/2001,3
19110,United States|France,8/8/2001,9
19113,United States,8/13/2001,2
19112,United States,8/12/2001,2
19115,United Kingdom|Australia,8/12/2001,3
19114,United States,8/13/2001,2
19117,United States|Unknown,8/10/2001,8
19116,United Kingdom,8/13/2001,2
19119,Unknown,8/13/2001,2
19118,Australia,8/10/2001,2
5706,United States|Unknown|Canada,8/1/1998,11
5707,United States,8/11/1998,2
5700,United States,8/10/1998,3
5701,United States,8/11/1998,2
5702,Canada|Unknown,8/11/1998,2
52832,United States,12/1/2010,2
43071,New Zealand,11/8/2007,2
43070,United States|Unknown,11/7/2007,2
49645,United Kingdom|Unknown|France,1/12/2010,3
43599,Cyprus,12/30/2007,2
50228,Australia,2/24/2010,2
50229,United States|India,2/10/2010,16
43079,New Zealand,11/9/2007,2
43078,New Zealand,11/9/2007,2
43493,Canada,12/21/2007,2
21347,United States|Unknown|France,4/1/2002,4
43491,United States|Canada|Australia|United Kingdom,12/14/2007,15
43490,United States,12/15/2007,3
43497,United States|Unknown,12/21/2007,4
2949,United States,2/27/1997,2
43495,Unknown,12/22/2007,2
21346,United States|Unknown,3/29/2002,2
43499,United States|Unknown,12/22/2007,5
24336,United States|Canada|Malaysia,1/20/2003,6
21345,United States,4/1/2002,2
16587,United Kingdom|New Zealand,12/27/2000,2
16586,United States|Unknown|Norway|Libya,12/24/2000,13
16585,United States,12/27/2000,2
16584,United States,12/22/2000,3
16583,United States|Unknown,12/26/2000,7
16582,United States|Unknown,12/26/2000,2
16581,United States,12/20/2000,4
2946,United States|Canada,2/20/1997,2
21343,United Kingdom|Unknown,3/25/2002,2
8233,United States,4/3/1999,2
50222,United States|Unknown,2/22/2010,3
16589,United States,12/27/2000,2
16588,New Zealand,12/27/2000,2
12697,United States,1/28/2000,2
12696,Unknown,1/28/2000,2
12695,United Kingdom,1/28/2000,2
12694,Unknown,1/28/2000,2
12693,United States,1/28/2000,2
12692,United States,1/28/2000,2
12691,United States,1/26/2000,2
12690,United States,1/28/2000,2
42546,United States,9/15/2007,2
42547,United States|Canada|Unknown,9/14/2007,3
42544,United States|Canada,9/13/2007,4
21340,United States|United Kingdom|Unknown,3/29/2002,5
42542,United States,9/14/2007,2
42543,United States,9/14/2007,5
12699,United States,1/28/2000,2
12698,United States|Australia,1/28/2000,3
52222,United States,9/28/2010,2
52223,Unknown,9/29/2010,2
52220,Unknown,9/29/2010,2
52221,Canada,9/29/2010,2
52226,United Kingdom|United States,9/22/2010,4
50226,Canada,2/23/2010,3
52224,Philippines|China,9/20/2010,3
52225,Unknown,9/28/2010,2
52228,Unknown,9/30/2010,2
50227,Unknown,2/24/2010,2
51811,Australia,8/7/2010,2
53179,Unknown,1/5/2011,2
53178,Netherlands|Uganda|South Africa,1/7/2011,2
53175,Unknown,1/7/2011,2
53174,Pakistan|Australia|India|Unknown,1/5/2011,4
53177,United States,1/6/2011,2
53176,United States,1/7/2011,2
53171,India,1/7/2011,2
53170,United States,1/5/2011,6
53173,England,1/7/2011,2
46248,Australia,11/13/2008,2
19803,Canada,10/31/2001,2
21096,Norway,3/8/2002,3
19801,United States,11/5/2001,2
21094,Canada|Unknown,3/8/2002,2
21093,United States|Unknown,3/8/2002,2
21092,United States|Unknown,3/8/2002,4
21091,United States,3/7/2002,2
21090,United States,3/7/2002,2
7823,United States|Australia|France,3/3/1999,3
7822,United States|Unknown,3/3/1999,5
19809,New Zealand,11/6/2001,2
19808,United Kingdom|Australia,11/4/2001,2
7827,United States,3/2/1999,4
7826,United States,3/4/1999,2
21099,United States|Australia,3/1/2002,3
21098,United States,3/8/2002,2
17188,France,2/17/2001,2
17189,United Kingdom,2/17/2001,3
17180,United States,2/16/2001,2
17181,Norway,2/15/2001,2
17182,United States,2/11/2001,2
17183,Unknown,2/16/2001,2
17184,United States|England,2/16/2001,2
17185,China,2/16/2001,2
17186,United States|Unknown|France|United Kingdom|Malaysia|China,1/20/2001,22
17187,United States|United Kingdom,2/17/2001,2
9368,United States,7/1/1999,2
9369,Australia,7/1/1999,2
9366,United States,7/1/1999,2
9367,Canada|United Kingdom,6/29/1999,7
9364,United States,7/1/1999,2
9365,United States,7/1/1999,2
9362,United States|Unknown|Malaysia,6/30/1999,3
9363,Unknown|France,7/1/1999,2
9360,Unknown,6/28/1999,2
9361,United States,7/1/1999,3
8985,United States,6/2/1999,2
8984,United Kingdom|Unknown,6/2/1999,3
8987,Unknown,6/2/1999,2
8986,United States,5/19/1999,6
49639,United States|Unknown,1/12/2010,2
49638,Australia,1/12/2010,2
8983,Canada,6/1/1999,2
8982,United States,6/1/1999,2
49635,United States,1/12/2010,2
49634,United States,1/12/2010,2
49637,United States,1/8/2010,4
49636,Canada,1/11/2010,6
49631,Canada,1/11/2010,2
49630,United States,1/11/2010,2
49633,Canada,1/12/2010,2
49632,United Kingdom|United States,12/17/2009,12
41899,Unknown,7/9/2007,2
41898,Korea,7/10/2007,2
45538,Unknown|New Zealand|Australia,8/6/2008,3
45539,United States,8/5/2008,10
41891,Unknown,7/9/2007,2
41890,Canada,7/9/2007,2
41893,United Kingdom|Unknown|Australia|United States|England,6/30/2007,19
41892,United States,7/9/2007,2
41895,Unknown,7/5/2007,2
41894,United States,7/10/2007,2
41897,United Kingdom|United States,7/5/2007,8
41896,India,7/9/2007,3
8234,United States,4/4/1999,2
1955,United States|Unknown,1/6/1996,9
1954,United States|Unknown|France,1/11/1996,9
1957,United States,1/18/1996,2
1956,United Kingdom,1/17/1996,2
1951,United States,1/15/1996,2
1950,Canada,1/15/1996,2
1953,United States,1/15/1996,2
1952,United States|Unknown,1/15/1996,12
49983,Unknown,2/11/2010,3
49982,Canada|Unknown,2/12/2010,3
49981,United States,2/11/2010,2
49980,United Kingdom,2/11/2010,2
1959,Unknown,1/18/1996,3
1958,United States|Unknown,1/18/1996,4
49985,Canada,2/8/2010,2
49984,India,2/11/2010,2
33685,United Kingdom,6/6/2005,2
13258,United States,3/8/2000,3
13259,United States,3/8/2000,4
56920,Canada|India,1/2/2012,4
13254,United States,3/7/2000,5
13255,Canada|Unknown,3/8/2000,2
13256,Unknown,3/8/2000,2
13257,Canada|United States,3/1/2000,7
13250,Canada,3/7/2000,2
13251,United States|Unknown,3/3/2000,3
13252,Australia,3/7/2000,2
13253,United States,3/8/2000,2
57298,China,2/1/2012,2
51965,United Kingdom|Unknown|Australia|United States,7/12/2010,43
1483,Unknown,2/5/1995,2
1482,United States,2/5/1995,2
1481,Unknown,2/6/1995,2
1480,Unknown,2/6/1995,2
1487,United States|Unknown,2/2/1995,3
1486,United States,2/5/1995,3
1485,United States,2/7/1995,2
1484,United States,1/5/1995,13
28520,United Kingdom,2/20/2004,2
28521,India,2/20/2004,2
1489,United States,2/5/1995,2
28523,Australia,2/20/2004,2
28524,United States,2/20/2004,2
28525,Malaysia,2/16/2004,7
28526,United Kingdom|Unknown|Australia,2/17/2004,4
28527,Canada,2/20/2004,3
20058,United States|New Zealand,12/1/2001,2
20059,Canada,12/1/2001,2
20054,Unknown,11/29/2001,5
20055,United States,12/1/2001,2
20056,Canada|United States|Unknown,11/27/2001,12
20057,Unknown,12/1/2001,2
20050,Canada|Unknown,11/30/2001,2
20051,Unknown,11/30/2001,2
20052,United States,11/25/2001,2
20053,Australia,11/30/2001,2
57037,Unknown,1/11/2012,2
5975,Unknown,9/21/1998,2
33686,Netherlands|South Africa,6/5/2005,2
57031,Canada|Unknown,1/12/2012,2
1438,Unknown,1/12/1995,3
33681,Unknown,6/5/2005,2
18026,Malaysia,4/30/2001,3
18027,United States,5/3/2001,2
57038,United Kingdom,1/13/2012,2
14565,United States|Unknown,6/8/2000,13
57039,India,1/11/2012,2
40856,Canada|Unknown|United States,4/3/2007,4
40857,United States|United Kingdom,4/11/2007,2
40854,United States|Unknown,4/11/2007,2
14564,Unknown,6/26/2000,2
29439,United States,5/13/2004,2
29438,United States,5/13/2004,2
33680,Unknown,6/3/2005,2
40851,United States|Australia,4/11/2007,2
29435,United States,5/13/2004,3
18022,Unknown,5/3/2001,2
29437,Japan,5/13/2004,2
29436,United States,5/13/2004,2
29431,Canada,5/13/2004,3
29430,Unknown,5/13/2004,6
29433,United States|England,5/13/2004,2
29432,United States,5/12/2004,4
1227,Canada,4/15/1994,2
1226,United States|Unknown,4/15/1994,2
1225,Unknown,4/18/1994,2
1224,United Kingdom|Unknown,4/11/1994,2
1223,United States|Canada|Unknown|France,4/7/1994,11
1222,United States,4/17/1994,2
23659,United States,11/14/2002,2
23658,United States|Unknown,11/15/2002,3
23657,Canada,11/15/2002,2
23656,United States,11/15/2002,2
23655,United States|Unknown,10/26/2002,13
23654,Unknown,11/9/2002,3
23653,United States,11/14/2002,2
23652,United States,11/14/2002,2
23651,United States,11/14/2002,2
28383,United States|England,2/9/2004,2
33683,United States,6/5/2005,2
4745,United States,2/20/1998,2
27729,United States|Unknown,12/11/2003,2
27728,Unknown,12/2/2003,7
27727,Unknown,12/11/2003,2
27726,United Kingdom|Unknown,12/11/2003,10
27725,United States,12/11/2003,2
27724,Canada|United Kingdom|Saudi Arabia|Australia|Singapore|Unknown|United States|Malaysia|Ireland,11/26/2003,27
27723,United States,12/10/2003,2
27722,Unknown,12/10/2003,2
27721,Unknown,12/9/2003,3
27720,United Kingdom,12/10/2003,2
55641,India,9/6/2011,2
37285,Unknown,5/19/2006,2
55640,United States|Unknown,9/7/2011,2
54109,India,4/2/2011,3
55643,Netherlands,9/8/2011,3
54108,United Kingdom|Unknown,3/21/2011,4
33682,United States,6/5/2005,2
55642,United States,9/8/2011,2
18028,Unknown,5/3/2001,2
35119,Australia,10/31/2005,2
35118,United States,10/31/2005,2
35117,Unknown,10/31/2005,2
35116,United States|Unknown|England|United Kingdom,10/31/2005,8
35115,United States,10/31/2005,2
14568,United States|France,6/26/2000,4
35113,United States|Unknown,10/27/2005,2
35112,United States,10/30/2005,2
35111,United States,10/30/2005,2
35110,United Kingdom,10/30/2005,2
37284,United States|Unknown,5/19/2006,2
55469,United Kingdom|Australia,8/13/2011,2
55468,India,8/12/2011,6
32468,United States,2/16/2005,3
32469,United States|Unknown,2/16/2005,2
32466,United States,2/14/2005,2
32467,United States|Unknown,2/15/2005,5
32464,United States,2/16/2005,2
32465,Unknown,2/16/2005,2
32462,Unknown,2/16/2005,3
32463,United States,2/16/2005,2
32460,Japan,2/15/2005,4
32461,Canada|Unknown|United States,2/3/2005,9
8479,United States,4/23/1999,2
8478,United States,4/23/1999,2
8475,New Zealand,4/22/1999,2
8474,United States,4/23/1999,2
8477,Canada,4/23/1999,3
8476,United States,4/23/1999,2
8471,United States,4/23/1999,2
8470,Australia,4/17/1999,2
8473,United States,4/23/1999,2
8472,Canada,4/23/1999,3
37287,United States,5/20/2006,2
52716,United States,11/17/2010,2
52717,United States,11/18/2010,2
52714,United States|South Africa,11/18/2010,2
713,United States|Unknown,4/18/1992,2
50529,United Kingdom,3/31/2010,2
50528,India,3/30/2010,3
50523,Australia,3/24/2010,2
50522,United States|Unknown,3/30/2010,2
50521,United States,3/22/2010,5
50520,United Kingdom|Unknown,3/30/2010,2
50527,United States,3/31/2010,2
50526,Unknown,3/31/2010,2
37286,Canada|Unknown|Australia|United States,5/17/2006,3
50524,United States,3/30/2010,2
52710,Unknown,11/17/2010,2
52711,Korea,11/18/2010,2
52961,United States|Unknown,12/14/2010,4
52960,Canada|United States,12/14/2010,7
52963,Australia,12/15/2010,2
52962,United States|Unknown,12/14/2010,5
52965,United States|Unknown,12/14/2010,2
52964,United States|Unknown,12/14/2010,2
22528,China|France,7/23/2002,2
22529,United States|United Kingdom,7/23/2002,4
22526,United Kingdom,7/24/2002,2
22527,United States|Unknown,7/24/2002,2
22524,United States,7/10/2002,8
22525,United Kingdom,7/24/2002,2
22522,United States,7/23/2002,2
22523,United States|Unknown,7/23/2002,2
22520,Australia,7/23/2002,2
22521,United States|Unknown,7/23/2002,3
52521,United States|Unknown,10/29/2010,2
26458,Australia,8/2/2003,2
26459,New Zealand,8/2/2003,2
26456,United States|Unknown|New Zealand,7/26/2003,4
26457,United States|Unknown,8/2/2003,4
26454,United States,8/2/2003,2
26455,United States,8/1/2003,2
26452,United States|Australia,8/1/2003,6
26453,United States|Malaysia|Canada|Unknown,7/31/2003,16
26450,Malaysia|Unknown,7/29/2003,2
26451,Canada,8/2/2003,7
52718,United States|Unknown,11/17/2010,2
37280,United States,5/12/2006,2
52719,United Kingdom|Unknown,11/17/2010,3
5448,United States|China,7/15/1998,2
50584,United States,4/7/2010,2
26184,United States|Unknown,7/7/2003,3
26185,United States|United Kingdom|England,7/3/2003,9
26186,United States,7/7/2003,2
26187,United States,7/7/2003,2
26180,Canada|Unknown,7/4/2003,5
26181,Canada,7/4/2003,3
26182,United Kingdom|Unknown,7/7/2003,2
26183,New Zealand,7/7/2003,2
37283,Australia,5/19/2006,3
26188,Canada,7/7/2003,2
26189,United States,7/7/2003,2
57214,United States|Unknown|India,1/30/2012,3
25387,United States|Unknown|Australia,4/22/2003,17
50587,United States,4/4/2010,2
25386,United Kingdom,4/26/2003,3
25385,Australia,4/26/2003,2
51066,United States,5/24/2010,2
25384,United Kingdom,4/26/2003,2
37282,United States,5/11/2006,3
25383,New Zealand,4/26/2003,2
25382,United States|Unknown,4/26/2003,4
50586,United States|Unknown,4/7/2010,2
25381,United States|Unknown,4/25/2003,3
3498,United Kingdom|United States|Unknown,8/20/1997,4
3499,United States|Canada,8/24/1997,2
3496,United States|Unknown|Libya,8/10/1997,5
3497,United States,8/24/1997,2
3494,United States|Unknown,8/20/1997,6
25380,Unknown,4/21/2003,2
3492,France,8/23/1997,2
3493,United Kingdom|New Zealand,8/23/1997,2
3490,United States,8/19/1997,2
3491,Unknown,8/23/1997,2
2095,Canada,4/2/1996,2
2094,Unknown,4/1/1996,2
2097,United States,4/4/1996,2
2096,England,4/5/1996,2
2091,Unknown,4/1/1996,2
2090,United States,3/28/1996,2
2093,Canada|Unknown,3/28/1996,4
2092,Unknown,4/1/1996,2
2099,United States,3/30/1996,2
2098,United States,4/5/1996,2
50581,Unknown,4/7/2010,2
6485,United States,11/30/1998,2
24964,United Kingdom,3/17/2003,2
24965,Unknown,3/17/2003,2
24966,Unknown,3/16/2003,2
24967,United States,3/17/2003,2
24960,United Kingdom,3/10/2003,2
24961,United States|Unknown,2/27/2003,5
24962,United States,3/17/2003,2
24963,United States|England,3/17/2003,2
9784,Canada,8/1/1999,2
24968,Unknown,3/17/2003,2
24969,United States|Unknown,3/18/2003,2
50580,United States,4/7/2010,2
50487,United Kingdom,3/26/2010,2
50480,United States|Unknown,3/26/2010,3
50481,Canada,3/25/2010,5
50482,United States|Unknown|India,3/22/2010,12
50483,United States,3/25/2010,3
50583,United States,4/6/2010,2
47286,United States|United Kingdom|England,3/21/2009,2
47287,United Kingdom,3/23/2009,6
57648,United States,3/14/2012,2
5742,England,8/14/1998,2
55670,United Kingdom,9/11/2011,3
47285,India,3/23/2009,2
5744,United States,8/12/1998,4
50582,United Kingdom,4/7/2010,2
5745,United States,8/12/1998,3
20933,United States,2/20/2002,2
20932,Canada|Unknown,2/20/2002,2
20931,Australia,2/20/2002,2
20930,Unknown|New Zealand,2/20/2002,2
20937,Ireland,2/21/2002,2
20936,United Kingdom,2/21/2002,3
20935,United States,2/20/2002,2
20934,United States|Unknown|Canada,1/25/2002,34
20939,United States,2/21/2002,2
20938,United Kingdom,2/21/2002,2
21337,United Kingdom|Unknown,3/31/2002,2
57642,United Kingdom|United States,3/13/2012,2
5748,United States,8/15/1998,2
5749,United States,8/15/1998,2
37288,Australia,5/15/2006,3
51816,United States,8/11/2010,2
18408,United States,6/9/2001,2
18409,United States,6/9/2001,2
47288,United States|Unknown,3/16/2009,3
33409,United States,5/13/2005,2
33275,Unknown,4/28/2005,3
18400,United States,6/8/2001,2
18401,United States,6/9/2001,2
18402,United States|Australia|England,6/9/2001,5
18403,United States|Unknown,6/8/2001,2
18404,Australia,6/9/2001,2
18405,United States|Norway,6/6/2001,3
18406,United States,6/9/2001,2
18407,United States|Unknown,6/9/2001,2
15638,United States,10/7/2000,2
15639,Canada,10/7/2000,2
33277,Russia,4/28/2005,2
30178,United States,7/16/2004,4
30179,United States,7/20/2004,3
15630,Ireland,10/6/2000,2
15631,New Zealand,10/6/2000,2
15632,United States,10/6/2000,2
15633,Canada|United States,10/7/2000,2
15634,United States,10/7/2000,2
15635,United States,10/7/2000,2
15636,United States,10/3/2000,5
15637,United States,10/5/2000,4
9007,United States,6/3/1999,2
9006,United Kingdom,6/3/1999,2
9005,Malaysia,6/3/1999,2
51578,Ireland|Malaysia,7/4/2010,4
9003,United States|Canada|Australia|Unknown,5/13/1999,16
33272,United States,4/28/2005,2
9001,United States,6/2/1999,3
9000,United States,6/2/1999,2
33273,United States,4/28/2005,2
9009,Netherlands|South Africa,6/4/1999,2
9008,Canada,6/3/1999,2
24036,United States,12/25/2002,2
24037,United States|Unknown,12/25/2002,3
24034,United States,12/24/2002,3
24035,United States,12/25/2002,2
24032,United States,12/24/2002,2
24033,United States,12/24/2002,2
24030,United States|Unknown,12/23/2002,3
24031,New Zealand,12/24/2002,7
5446,United Kingdom,7/19/1998,2
37238,United States,5/15/2006,2
27422,United States|Unknown,11/13/2003,3
24038,United States,12/25/2002,2
24039,United States|Unknown,12/26/2002,3
51573,United States,7/15/2010,3
27423,Canada,11/13/2003,2
51572,United States,7/17/2010,2
27424,United States,11/9/2003,4
55052,United Kingdom|United States|Unknown,7/2/2011,7
27425,Canada,11/13/2003,2
51570,United Kingdom|Australia,7/11/2010,5
27426,United States,11/13/2003,2
55054,India,7/4/2011,2
27427,United States,11/8/2003,2
51576,United States|Unknown,7/20/2010,2
55056,Unknown,7/4/2011,2
55057,Unknown,7/4/2011,2
9763,United States|Unknown,7/23/1999,3
40375,Canada|Unknown,3/2/2007,3
48168,United States|Unknown|Canada,7/21/2009,3
52160,United States,9/13/2010,2
48169,New Zealand,7/22/2009,2
21331,United States,3/31/2002,2
52162,United States|Unknown|India,9/4/2010,12
54545,United States|Unknown,5/11/2011,2
4378,New Zealand,1/12/1998,4
4379,United States,1/18/1998,2
4372,United States,1/11/1998,5
4373,United States|Unknown,1/18/1998,5
4370,United States,1/18/1998,2
4371,United States|New Zealand,1/14/1998,2
4376,United States,1/13/1998,2
4377,United States,1/13/1998,3
4374,Ireland,1/15/1998,2
4375,United Kingdom|Australia,1/9/1998,4
4080,United States,12/29/1997,5
4081,United States,1/4/1998,2
4082,United States,1/4/1998,2
4083,Unknown,1/4/1998,2
4084,United States,1/1/1998,2
4085,United States,1/5/1998,3
4086,United States,1/4/1998,2
4087,United Kingdom,1/5/1998,2
4088,Malaysia,1/1/1998,2
4089,United States,1/5/1998,3
23356,Unknown,10/23/2002,2
23357,United Kingdom|Unknown,10/23/2002,2
23354,United Kingdom,10/23/2002,2
23355,United Kingdom|England,10/23/2002,2
23352,United States|Unknown,10/23/2002,3
23353,United Kingdom|United States|England,10/22/2002,11
23350,Australia,10/22/2002,2
23351,New Zealand,10/16/2002,6
23358,Unknown,10/23/2002,2
23359,Unknown,10/22/2002,4
49026,United States|United Kingdom,11/3/2009,3
43969,United States|United Kingdom|Unknown,1/24/2008,5
43968,United States|England,2/1/2008,2
43963,Unknown,2/1/2008,3
43962,United States|Unknown,1/31/2008,4
43961,Unknown,1/30/2008,2
43960,Unknown,1/30/2008,2
43967,United Kingdom,2/1/2008,2
43966,United States|Canada,1/18/2008,7
43965,Unknown,1/28/2008,3
43964,United Kingdom|Ireland,2/1/2008,2
6187,Unknown,10/30/1998,2
6648,United States,12/13/1998,2
6649,United States,12/12/1998,2
46679,United States,1/8/2009,12
6644,United States,12/12/1998,2
6645,United Kingdom,12/12/1998,2
6646,United States,12/12/1998,2
6647,United States,12/12/1998,2
6640,United States|England,12/12/1998,2
6185,United States|Malaysia|China|France,10/27/1998,5
6642,United States,12/12/1998,2
6643,Canada,12/12/1998,2
6184,Unknown,10/29/1998,2
6180,United States|New Zealand|France,10/23/1998,18
46670,United States|Canada|France,1/7/2009,7
46671,United States,1/7/2009,3
46672,United Kingdom,1/8/2009,2
6398,United States,11/21/1998,2
46673,United States,1/8/2009,2
6392,Unknown,11/19/1998,2
46674,United States|England,1/8/2009,2
6390,United Kingdom,11/20/1998,2
6391,Unknown,11/20/1998,2
6396,United States|England,11/21/1998,2
6397,United States,11/20/1998,2
6394,United States,11/21/1998,2
42316,Unknown,8/16/2007,2
54547,India,5/13/2011,2
46676,United States,1/8/2009,2
46677,Japan,1/8/2009,2
41741,Unknown,6/24/2007,2
45328,Canada,7/8/2008,6
41740,United States,6/25/2007,2
41743,United States,6/25/2007,2
41742,Australia,6/25/2007,2
